user_id,country,sex,height,weight,age,years_cl,date_first,date_last,grades_count,grades_first,grades_last,grades_max,grades_mean,year_first,year_last
34079,USA,0,154,43,21.0,8,2010-10-12 22:00:00,2010-10-12 22:00:00,2,42,44,44,43.0,2010,2010
34083,other,0,172,63,40.0,9,2009-07-14 22:00:00,2009-11-08 23:00:00,88,44,49,57,48.5,2009,2009
34092,RUS,0,183,78,44.0,8,2010-10-01 22:00:00,2017-05-02 22:00:00,302,29,42,54,37.87748344370861,2010,2017
34098,ESP,0,182,63,24.0,9,2010-03-27 23:00:00,2017-08-19 22:00:00,177,46,51,57,42.0,2010,2017
34100,ESP,0,177,73,44.0,24,2010-10-23 22:00:00,2011-12-10 23:00:00,11,57,57,57,53.90909090909091,2010,2011
34113,ESP,0,180,68,26.0,8,2011-03-13 23:00:00,2016-06-04 22:00:00,72,29,42,55,38.888888888888886,2011,2016
34114,ESP,0,171,63,33.0,23,2014-11-04 23:00:00,2017-08-31 22:00:00,191,71,72,75,65.17801047120419,2014,2017
34120,AUT,0,177,63,24.0,10,2011-07-28 22:00:00,2016-10-15 22:00:00,25,49,57,64,53.48,2011,2016
34121,FRA,0,170,68,30.0,7,2011-05-14 22:00:00,2012-04-27 22:00:00,3,49,49,49,49.0,2011,2012
34124,USA,0,198,68,26.0,7,2010-12-03 23:00:00,2010-12-03 23:00:00,2,36,40,40,38.0,2010,2010
34126,ITA,0,183,73,34.0,17,2011-10-15 22:00:00,2017-01-19 23:00:00,8,59,51,62,53.125,2011,2017
34130,ESP,0,170,53,21.0,7,2010-10-16 22:00:00,2012-05-25 22:00:00,39,33,38,49,37.76923076923077,2010,2012
34143,USA,0,170,73,32.0,14,2011-07-30 22:00:00,2011-07-30 22:00:00,2,42,46,46,44.0,2011,2011
34152,USA,0,179,73,40.0,18,2003-11-07 23:00:00,2002-10-25 22:00:00,9,59,49,59,48.333333333333336,2003,2002
34159,PRT,0,172,63,29.0,7,2010-09-18 22:00:00,2011-12-03 23:00:00,47,36,49,49,38.06382978723404,2010,2011
34162,USA,0,177,68,26.0,16,2010-09-18 22:00:00,2010-09-18 22:00:00,6,57,57,59,57.666666666666664,2010,2010
34174,DNK,0,185,73,42.0,12,2010-10-18 22:00:00,2010-10-19 22:00:00,6,53,44,53,50.0,2010,2010
34177,BRA,0,185,63,28.0,13,2010-10-27 22:00:00,2011-02-13 23:00:00,5,37,44,49,44.2,2010,2011
34183,BRA,0,182,63,29.0,7,2010-10-16 22:00:00,2014-11-28 23:00:00,167,38,58,58,45.5688622754491,2010,2014
34189,ESP,1,162,53,37.0,7,2010-10-22 22:00:00,2012-11-01 23:00:00,15,31,33,37,32.13333333333333,2010,2012
34196,other,0,165,63,28.0,7,2010-10-22 22:00:00,2011-06-01 22:00:00,11,46,36,46,37.81818181818182,2010,2011
34199,POL,0,178,63,27.0,9,2010-11-08 23:00:00,2014-02-19 23:00:00,134,36,51,62,45.47014925373134,2010,2014
34205,BRA,0,179,68,24.0,10,2010-08-28 22:00:00,2017-01-09 23:00:00,63,56,56,63,51.6031746031746,2010,2017
34206,other,0,176,63,47.0,27,2010-10-23 22:00:00,2006-09-27 22:00:00,10,51,46,62,51.8,2010,2006
34207,ZAF,0,174,68,58.0,17,2013-08-02 22:00:00,2013-08-03 22:00:00,7,40,31,42,39.285714285714285,2013,2013
34210,ESP,1,167,53,33.0,15,2010-05-27 22:00:00,2014-07-11 22:00:00,82,49,51,57,51.28048780487805,2010,2014
34217,NLD,0,183,68,22.0,9,2010-10-16 22:00:00,2013-06-14 22:00:00,38,48,55,64,51.26315789473684,2010,2013
34218,BRA,0,164,48,26.0,8,2010-10-23 22:00:00,2010-10-25 22:00:00,7,59,62,62,57.57142857142857,2010,2010
34229,GBR,0,169,58,24.0,9,2011-02-11 23:00:00,2013-04-01 22:00:00,35,49,42,59,43.91428571428571,2011,2013
34235,SVN,0,180,73,32.0,9,2010-10-24 22:00:00,2011-11-21 23:00:00,129,42,38,51,41.945736434108525,2010,2011
34236,PRT,0,180,58,42.0,8,2010-10-24 22:00:00,2013-11-29 23:00:00,62,33,38,44,35.54838709677419,2010,2013
34238,ESP,0,183,73,34.0,8,2010-10-23 22:00:00,2011-02-02 23:00:00,12,28,33,39,34.416666666666664,2010,2011
34240,BRA,1,161,58,28.0,7,2010-11-13 23:00:00,2010-12-13 23:00:00,5,31,42,42,37.2,2010,2010
34241,AUT,0,180,68,31.0,10,2010-09-13 22:00:00,2017-08-13 22:00:00,192,48,38,57,43.088541666666664,2010,2017
34244,AUS,0,185,73,30.0,14,2011-09-23 22:00:00,2011-10-02 22:00:00,11,40,53,53,46.72727272727273,2011,2011
34252,ESP,0,178,73,28.0,8,2010-08-31 22:00:00,2017-09-09 22:00:00,761,30,59,62,47.61892247043364,2010,2017
34260,CHE,0,179,73,26.0,9,2010-10-22 22:00:00,2017-09-09 22:00:00,153,53,53,64,52.712418300653596,2010,2017
34281,ZAF,0,184,78,29.0,7,2010-09-28 22:00:00,2011-04-09 22:00:00,14,36,28,42,34.42857142857143,2010,2011
34289,DNK,0,188,83,45.0,24,2009-10-20 22:00:00,2011-12-09 23:00:00,9,62,55,62,57.888888888888886,2009,2011
34296,BEL,1,153,48,43.0,27,2010-05-30 22:00:00,2016-11-24 23:00:00,112,68,72,75,62.705357142857146,2010,2016
34303,GBR,0,185,73,24.0,7,2011-04-27 22:00:00,2011-08-26 22:00:00,71,49,57,62,47.309859154929576,2011,2011
34312,SWE,0,173,63,32.0,8,2011-04-25 22:00:00,2011-08-19 22:00:00,7,49,46,49,45.0,2011,2011
34316,ESP,0,189,78,31.0,7,2010-10-31 23:00:00,2011-05-27 22:00:00,52,40,36,46,36.75,2010,2011
34317,ESP,0,175,63,30.0,9,2010-10-22 22:00:00,2017-06-25 22:00:00,39,48,55,58,52.205128205128204,2010,2017
34322,USA,0,175,63,55.0,18,2010-10-02 22:00:00,2010-11-02 23:00:00,5,49,51,53,49.6,2010,2010
34324,ESP,0,190,73,26.0,9,2010-08-09 22:00:00,2014-05-31 22:00:00,234,62,59,68,53.73931623931624,2010,2014
34339,USA,1,166,78,32.0,10,2014-12-29 23:00:00,2014-12-29 23:00:00,1,51,51,51,51.0,2014,2014
34342,CAN,0,180,78,34.0,8,2010-10-31 23:00:00,2017-05-18 22:00:00,186,55,59,59,45.74193548387097,2010,2017
34347,FRA,0,175,68,34.0,15,2010-10-29 22:00:00,2010-10-31 23:00:00,2,55,55,55,55.0,2010,2010
34350,NOR,0,172,78,33.0,10,2010-10-29 22:00:00,2017-08-25 22:00:00,501,51,62,66,49.94011976047904,2010,2017
34371,BRA,0,175,63,31.0,10,2010-09-06 22:00:00,2014-11-07 23:00:00,114,64,53,66,55.08771929824562,2010,2014
34373,FRA,0,177,63,28.0,18,2010-11-04 23:00:00,2011-11-04 23:00:00,41,33,40,45,35.707317073170735,2010,2011
34380,NOR,0,183,78,39.0,21,1999-05-01 22:00:00,2015-06-03 22:00:00,15,33,42,53,40.0,1999,2015
34384,USA,0,185,68,23.0,8,2010-10-29 22:00:00,2013-11-10 23:00:00,7,49,51,52,48.57142857142857,2010,2013
34391,DEU,0,180,78,35.0,7,2010-10-29 22:00:00,2010-10-29 22:00:00,1,36,36,36,36.0,2010,2010
34396,ESP,0,173,73,25.0,11,2010-10-29 22:00:00,2012-09-05 22:00:00,54,48,49,62,45.907407407407405,2010,2012
34401,DEU,0,175,73,43.0,16,2010-10-18 22:00:00,2012-03-23 23:00:00,43,42,49,51,42.0,2010,2012
34405,FRA,0,177,68,32.0,14,2010-06-23 22:00:00,2010-06-23 22:00:00,1,46,46,46,46.0,2010,2010
34407,ITA,0,175,73,39.0,9,2010-02-13 23:00:00,2013-04-26 22:00:00,57,40,38,51,40.719298245614034,2010,2013
34411,DEU,0,180,73,27.0,12,2010-11-05 23:00:00,2012-09-04 22:00:00,40,45,46,59,49.4,2010,2012
34418,USA,0,176,68,34.0,11,2010-11-07 23:00:00,2010-11-11 23:00:00,26,62,55,64,57.19230769230769,2010,2010
34420,DEU,0,178,73,32.0,8,2012-11-27 23:00:00,2012-12-27 23:00:00,15,46,42,51,41.333333333333336,2012,2012
34423,ESP,0,172,73,43.0,21,2010-10-08 22:00:00,2017-08-18 22:00:00,340,49,55,64,50.41470588235294,2010,2017
34430,BRA,0,171,63,32.0,14,2010-12-21 23:00:00,2017-08-26 22:00:00,42,36,55,57,47.404761904761905,2010,2017
34436,USA,1,172,58,26.0,12,2011-06-13 22:00:00,2012-06-25 22:00:00,6,59,46,59,50.5,2011,2012
34439,SVN,0,173,73,41.0,27,2010-11-05 23:00:00,2012-01-14 23:00:00,4,64,68,68,64.0,2010,2012
34460,ESP,0,187,78,28.0,12,2010-11-09 23:00:00,2012-03-31 22:00:00,63,38,49,55,42.523809523809526,2010,2012
34461,POL,1,178,58,25.0,7,2010-06-12 22:00:00,2017-08-09 22:00:00,910,42,44,68,50.394505494505495,2010,2017
34463,USA,0,180,73,32.0,7,2010-09-25 22:00:00,2010-09-25 22:00:00,3,33,36,36,34.0,2010,2010
34465,ZAF,0,180,68,23.0,8,2010-11-02 23:00:00,2016-01-05 23:00:00,67,46,51,61,48.92537313432836,2010,2016
34473,AUT,0,182,73,26.0,8,2011-04-24 22:00:00,2014-08-16 22:00:00,45,46,40,55,45.86666666666667,2011,2014
34474,RUS,0,172,58,31.0,8,2011-08-06 22:00:00,2012-01-21 23:00:00,7,49,42,51,45.714285714285715,2011,2012
34476,FRA,0,179,63,39.0,9,2011-06-05 22:00:00,2014-01-29 23:00:00,4,36,39,39,38.0,2011,2014
34477,NLD,0,186,68,28.0,11,2011-05-26 22:00:00,2011-05-26 22:00:00,5,44,38,49,41.0,2011,2011
34485,USA,1,165,53,27.0,8,2011-02-28 23:00:00,2011-04-26 22:00:00,7,36,33,46,37.42857142857143,2011,2011
34489,ESP,1,160,48,45.0,8,2010-11-13 23:00:00,2011-01-22 23:00:00,56,40,44,44,39.142857142857146,2010,2011
34490,other,0,175,68,33.0,16,2006-04-29 22:00:00,2017-05-07 22:00:00,182,53,44,64,47.10989010989011,2006,2017
34496,FRA,0,172,58,20.0,8,2010-10-16 22:00:00,2016-06-16 22:00:00,113,51,44,64,49.176991150442475,2010,2016
34507,POL,0,178,68,34.0,16,2010-03-08 23:00:00,2017-07-25 22:00:00,150,49,51,62,52.29333333333334,2010,2017
34514,AUT,0,168,58,37.0,8,2011-05-03 22:00:00,2014-12-28 23:00:00,37,43,49,53,46.54054054054054,2011,2014
34517,MEX,0,172,68,27.0,7,2010-12-04 23:00:00,2017-08-21 22:00:00,130,46,44,62,45.94615384615385,2010,2017
34519,DEU,0,189,83,36.0,22,2010-10-16 22:00:00,2016-06-30 22:00:00,65,61,51,66,53.63076923076923,2010,2016
34521,ESP,1,170,53,30.0,9,2010-03-31 22:00:00,2013-01-29 23:00:00,248,44,53,62,45.354838709677416,2010,2013
34529,ZAF,0,183,83,34.0,7,2011-05-20 22:00:00,2011-05-20 22:00:00,3,31,36,36,33.333333333333336,2011,2011
34550,GBR,0,178,63,24.0,10,2013-07-01 22:00:00,2015-03-21 23:00:00,3,55,49,55,51.0,2013,2015
34553,NLD,0,182,73,35.0,12,2011-06-01 22:00:00,2013-08-31 22:00:00,37,31,36,40,31.62162162162162,2011,2013
34563,BRA,0,176,63,26.0,8,2012-10-27 22:00:00,2017-04-28 22:00:00,33,43,51,59,49.09090909090909,2012,2017
34575,BRA,0,170,63,40.0,19,2010-08-23 22:00:00,2013-06-08 22:00:00,17,40,42,49,43.294117647058826,2010,2013
34583,DEU,1,172,58,47.0,13,2010-10-26 22:00:00,2014-01-13 23:00:00,11,51,51,51,48.09090909090909,2010,2014
34601,ESP,0,168,58,24.0,7,2011-01-24 23:00:00,2017-09-04 22:00:00,41,46,49,57,47.75609756097561,2011,2017
34605,other,0,173,68,34.0,11,2010-11-15 23:00:00,2014-03-10 23:00:00,56,49,40,57,49.357142857142854,2010,2014
34610,other,0,179,68,27.0,7,2011-08-27 22:00:00,2011-08-27 22:00:00,1,32,32,32,32.0,2011,2011
34612,ITA,0,175,63,35.0,15,2010-09-29 22:00:00,2016-12-02 23:00:00,121,59,61,62,52.289256198347104,2010,2016
34614,ITA,0,178,68,39.0,23,2010-10-23 22:00:00,2017-06-22 22:00:00,265,57,59,66,54.79622641509434,2010,2017
34616,ESP,0,168,63,43.0,17,2011-05-08 22:00:00,2014-05-05 22:00:00,47,59,53,62,49.42553191489362,2011,2014
34621,USA,1,167,48,19.0,9,2010-07-20 22:00:00,2013-11-28 23:00:00,33,59,51,68,56.09090909090909,2010,2013
34625,RUS,1,173,58,26.0,8,2010-10-26 22:00:00,2017-05-08 22:00:00,77,33,40,49,37.76623376623377,2010,2017
34626,ESP,0,170,83,30.0,8,2010-11-23 23:00:00,2011-02-22 23:00:00,43,36,36,41,34.74418604651163,2010,2011
34640,ESP,1,155,48,41.0,7,2010-12-15 23:00:00,2014-03-08 23:00:00,49,36,46,53,37.69387755102041,2010,2014
34663,SWE,0,180,68,34.0,7,2011-04-27 22:00:00,2016-01-20 23:00:00,115,40,51,55,41.51304347826087,2011,2016
34665,BRA,0,170,63,28.0,9,2012-01-21 23:00:00,2016-03-24 23:00:00,18,55,44,55,49.72222222222222,2012,2016
34667,BRA,0,170,58,29.0,11,2010-12-03 23:00:00,2013-05-30 22:00:00,66,46,53,64,53.166666666666664,2010,2013
34672,USA,0,175,63,29.0,10,2013-03-26 23:00:00,2013-03-26 23:00:00,1,44,44,44,44.0,2013,2013
34675,USA,0,182,78,38.0,9,2010-11-29 23:00:00,2012-05-24 22:00:00,33,53,51,59,51.878787878787875,2010,2012
34683,ITA,0,180,63,28.0,7,2010-11-26 23:00:00,2016-12-16 23:00:00,153,36,53,64,47.22875816993464,2010,2016
34686,CAN,0,180,68,29.0,8,2010-08-20 22:00:00,2011-05-30 22:00:00,4,46,51,53,49.0,2010,2011
34688,FIN,0,183,83,33.0,12,2010-11-29 23:00:00,2011-01-06 23:00:00,10,46,49,51,44.5,2010,2011
34703,USA,0,165,58,32.0,8,2011-05-30 22:00:00,2011-05-30 22:00:00,1,42,42,42,42.0,2011,2011
34705,AUS,0,183,73,33.0,10,2008-02-29 23:00:00,2014-12-07 23:00:00,129,46,55,68,54.457364341085274,2008,2014
34708,ZAF,0,181,68,44.0,26,2010-12-01 23:00:00,2016-10-05 22:00:00,38,51,53,59,49.473684210526315,2010,2016
34714,FRA,0,176,58,55.0,9,2010-10-06 22:00:00,2013-05-06 22:00:00,26,42,49,55,47.76923076923077,2010,2013
34720,BRA,0,178,78,30.0,9,2010-10-09 22:00:00,2017-09-09 22:00:00,365,49,44,64,48.50684931506849,2010,2017
34730,POL,0,185,78,41.0,22,2002-08-13 22:00:00,2017-08-19 22:00:00,491,52,38,64,49.4989816700611,2002,2017
34743,RUS,0,179,78,46.0,29,2010-06-17 22:00:00,2017-09-02 22:00:00,306,46,55,59,49.65359477124183,2010,2017
34747,ZAF,0,189,93,30.0,8,2011-05-14 22:00:00,2011-05-14 22:00:00,32,40,36,51,34.03125,2011,2011
34753,ESP,1,160,53,41.0,7,2011-01-01 23:00:00,2011-02-11 23:00:00,4,33,33,33,32.5,2011,2011
34755,USA,0,185,73,25.0,9,2012-02-07 23:00:00,2012-09-13 22:00:00,5,33,33,46,35.6,2012,2012
34769,other,0,179,78,32.0,7,2012-05-25 22:00:00,2014-12-09 23:00:00,18,46,44,51,43.111111111111114,2012,2014
34771,ESP,0,182,83,35.0,16,2009-12-24 23:00:00,2009-01-10 23:00:00,6,46,40,49,44.666666666666664,2009,2009
34772,USA,1,165,58,28.0,8,2010-12-11 23:00:00,2017-06-03 22:00:00,156,33,55,55,45.34615384615385,2010,2017
34783,BRA,0,169,63,39.0,20,2009-07-20 22:00:00,2012-08-14 22:00:00,2,55,55,55,55.0,2009,2012
34789,DEU,0,182,78,33.0,15,2006-06-17 22:00:00,2012-09-28 22:00:00,18,54,55,64,56.666666666666664,2006,2012
34790,ZAF,0,176,68,30.0,7,2010-09-12 22:00:00,2010-09-12 22:00:00,4,44,42,44,42.0,2010,2010
34792,ZAF,0,176,68,30.0,7,2010-12-12 23:00:00,2012-11-18 23:00:00,53,33,36,57,38.867924528301884,2010,2012
34798,MEX,0,170,63,27.0,8,2010-01-22 23:00:00,2017-04-01 22:00:00,64,40,57,57,45.375,2010,2017
34804,BEL,0,170,63,29.0,7,2011-04-19 22:00:00,2017-04-13 22:00:00,43,33,29,42,32.41860465116279,2011,2017
34805,other,0,180,68,33.0,15,2011-02-19 23:00:00,2017-03-25 23:00:00,328,62,59,66,52.426829268292686,2011,2017
34808,MEX,0,174,63,33.0,8,2010-11-22 23:00:00,2010-12-25 23:00:00,4,36,36,43,37.75,2010,2010
34817,ITA,0,177,73,27.0,12,2010-11-14 23:00:00,2010-11-14 23:00:00,1,49,49,49,49.0,2010,2010
34825,GBR,0,165,63,32.0,17,2009-12-04 23:00:00,2017-04-21 22:00:00,46,55,42,62,51.73913043478261,2009,2017
34834,USA,0,181,78,28.0,11,2010-10-15 22:00:00,2015-08-31 22:00:00,268,51,55,62,51.507462686567166,2010,2015
34838,ITA,0,180,83,49.0,13,2011-01-25 23:00:00,2013-11-23 23:00:00,18,51,39,53,46.55555555555556,2011,2013
34855,BRA,0,179,58,37.0,12,2008-10-08 22:00:00,2017-06-23 22:00:00,48,49,59,59,47.520833333333336,2008,2017
34858,other,1,161,58,48.0,12,2011-04-10 22:00:00,2017-07-03 22:00:00,558,38,36,51,39.833333333333336,2011,2017
34865,USA,0,180,63,40.0,16,2010-06-30 22:00:00,2017-05-20 22:00:00,167,49,44,55,43.67664670658683,2010,2017
34869,AUS,0,168,58,28.0,16,2010-07-01 22:00:00,2014-08-08 22:00:00,54,52,62,68,56.44444444444444,2010,2014
34881,USA,0,188,78,29.0,10,2010-09-07 22:00:00,2010-10-02 22:00:00,2,36,31,36,33.5,2010,2010
34882,HRV,0,182,83,33.0,8,2009-12-02 23:00:00,2013-02-15 23:00:00,71,53,51,55,42.74647887323944,2009,2013
34884,SWE,0,177,73,32.0,14,2009-11-17 23:00:00,2010-04-16 22:00:00,4,49,36,49,40.75,2009,2010
34892,GBR,0,189,73,27.0,14,2010-12-20 23:00:00,2014-10-10 22:00:00,157,53,55,61,48.0828025477707,2010,2014
34895,ITA,0,168,68,47.0,28,2010-12-18 23:00:00,2017-05-24 22:00:00,140,51,51,57,48.92142857142857,2010,2017
34899,ESP,0,177,63,26.0,7,2011-01-09 23:00:00,2011-04-16 22:00:00,13,33,42,49,42.61538461538461,2011,2011
34904,BEL,0,165,63,50.0,10,2010-04-09 22:00:00,2015-10-10 22:00:00,141,31,40,51,39.0,2010,2015
34915,ESP,1,158,48,32.0,8,2009-10-02 22:00:00,2013-11-23 23:00:00,67,29,42,48,37.149253731343286,2009,2013
34919,other,0,172,63,40.0,13,2010-11-03 23:00:00,2015-10-19 22:00:00,65,56,57,65,56.44615384615385,2010,2015
34925,other,0,182,68,43.0,28,2010-02-15 23:00:00,2017-07-23 22:00:00,163,62,53,66,49.693251533742334,2010,2017
34928,ESP,0,176,78,32.0,9,2010-10-07 22:00:00,2011-07-10 22:00:00,27,49,49,55,49.592592592592595,2010,2011
34930,BRA,0,176,73,30.0,9,2010-12-21 23:00:00,2010-08-07 22:00:00,8,42,40,44,40.125,2010,2010
34941,ESP,0,176,78,30.0,10,2010-12-21 23:00:00,2010-07-19 22:00:00,10,42,40,49,41.1,2010,2010
34948,DEU,1,166,58,26.0,11,2013-04-30 22:00:00,2013-09-13 22:00:00,5,44,31,44,37.6,2013,2013
34951,ESP,0,175,78,33.0,12,2011-01-02 23:00:00,2011-04-01 22:00:00,6,36,36,49,39.5,2011,2011
34959,USA,0,177,73,26.0,8,2010-09-30 22:00:00,2012-04-07 22:00:00,11,36,44,44,39.27272727272727,2010,2012
34964,DNK,0,184,78,43.0,9,2010-12-29 23:00:00,2015-10-25 23:00:00,53,55,49,57,49.264150943396224,2010,2015
34965,DNK,0,184,68,36.0,14,2010-12-29 23:00:00,2017-01-04 23:00:00,104,54,44,62,48.125,2010,2017
34989,USA,0,186,73,40.0,7,2011-01-01 23:00:00,2010-10-03 22:00:00,5,33,31,33,31.4,2011,2010
34995,ITA,0,188,83,39.0,7,2011-01-01 23:00:00,2017-09-05 22:00:00,746,33,51,59,39.69436997319035,2011,2017
34996,DNK,1,167,53,41.0,8,2011-01-01 23:00:00,2011-06-03 22:00:00,33,40,36,42,35.96969696969697,2011,2011
34998,USA,0,173,73,30.0,18,2011-05-09 22:00:00,2012-04-01 22:00:00,18,44,53,59,49.666666666666664,2011,2012
35003,USA,1,160,48,22.0,8,2010-10-22 22:00:00,2011-04-30 22:00:00,7,51,51,55,53.0,2010,2011
35009,ZAF,0,178,93,29.0,7,2010-12-26 23:00:00,2017-06-16 22:00:00,26,31,31,44,32.84615384615385,2010,2017
35019,BRA,0,172,63,28.0,10,2009-09-05 22:00:00,2011-02-25 23:00:00,9,51,51,51,45.111111111111114,2009,2011
35032,ITA,0,175,58,34.0,9,2013-01-04 23:00:00,2015-08-29 22:00:00,29,51,62,68,59.310344827586206,2013,2015
35033,ESP,0,180,73,32.0,18,2010-12-18 23:00:00,2017-09-09 22:00:00,610,40,56,64,45.65081967213115,2010,2017
35042,USA,1,163,63,28.0,16,2011-07-02 22:00:00,2011-07-02 22:00:00,1,53,53,53,53.0,2011,2011
35056,USA,1,152,43,38.0,22,2011-01-07 23:00:00,2017-07-21 22:00:00,215,44,46,68,56.13953488372093,2011,2017
35057,USA,0,175,73,32.0,7,2011-07-01 22:00:00,2014-04-14 22:00:00,11,42,49,53,50.27272727272727,2011,2014
35067,NLD,0,183,73,30.0,9,2010-12-31 23:00:00,2015-04-08 22:00:00,14,43,46,50,46.92857142857143,2011,2015
35069,AUT,0,180,63,24.0,17,2007-04-12 22:00:00,2016-07-16 22:00:00,235,55,67,75,61.263829787234044,2007,2016
35076,ESP,0,170,73,30.0,7,2011-01-07 23:00:00,2011-01-07 23:00:00,1,35,35,35,35.0,2011,2011
35081,ESP,0,181,63,31.0,9,2010-06-09 22:00:00,2017-09-01 22:00:00,353,49,61,62,47.73371104815864,2010,2017
35083,ZAF,0,175,68,29.0,8,2010-12-29 23:00:00,2011-06-24 22:00:00,41,38,44,44,37.90243902439025,2010,2011
35089,RUS,0,166,58,28.0,7,2017-06-09 22:00:00,2017-07-15 22:00:00,6,49,53,59,51.166666666666664,2017,2017
35091,ESP,1,169,58,28.0,9,2011-01-14 23:00:00,2017-08-29 22:00:00,135,33,44,49,38.977777777777774,2011,2017
35094,GBR,0,175,68,26.0,16,2009-08-19 22:00:00,2012-04-26 22:00:00,194,49,53,65,50.79896907216495,2009,2012
35098,DNK,1,163,53,44.0,13,2010-12-29 23:00:00,2013-03-27 23:00:00,21,42,38,46,38.285714285714285,2010,2013
35099,ESP,0,174,78,41.0,6,2011-01-07 23:00:00,2012-01-20 23:00:00,11,31,33,38,32.27272727272727,2011,2012
35108,MEX,0,175,68,31.0,9,2010-08-15 22:00:00,2017-04-28 22:00:00,101,51,42,62,48.386138613861384,2010,2017
35109,ESP,0,175,73,29.0,7,2010-09-28 22:00:00,2011-04-07 22:00:00,21,29,33,36,32.285714285714285,2010,2011
35120,NOR,0,190,78,40.0,7,2011-06-12 22:00:00,2011-06-12 22:00:00,1,36,36,36,36.0,2011,2011
35121,ESP,0,186,73,39.0,12,2011-01-12 23:00:00,2017-08-22 22:00:00,355,50,44,64,49.93521126760563,2011,2017
35123,FRA,0,170,68,40.0,6,2011-02-17 23:00:00,2011-03-31 22:00:00,9,32,36,38,34.55555555555556,2011,2011
35143,USA,0,180,73,51.0,9,2010-03-19 23:00:00,2017-08-25 22:00:00,89,44,49,62,40.58426966292135,2010,2017
35146,ESP,0,170,48,24.0,7,2010-12-16 23:00:00,2012-11-22 23:00:00,116,48,68,68,52.491379310344826,2010,2012
35152,USA,0,178,68,31.0,13,2011-05-24 22:00:00,2011-10-07 22:00:00,18,46,46,55,40.666666666666664,2011,2011
35155,other,0,176,73,43.0,7,2011-01-14 23:00:00,2017-03-03 23:00:00,248,38,38,55,37.36290322580645,2011,2017
35160,ESP,1,168,48,33.0,7,2011-01-15 23:00:00,2016-06-03 22:00:00,117,49,46,59,49.29059829059829,2011,2016
35163,SWE,0,176,58,32.0,8,2011-04-10 22:00:00,2015-05-04 22:00:00,45,49,49,57,48.24444444444445,2011,2015
35178,ESP,0,178,93,44.0,8,2011-01-15 23:00:00,2011-06-25 22:00:00,12,33,35,36,33.333333333333336,2011,2011
35179,NLD,0,182,78,29.0,16,2011-04-16 22:00:00,2014-07-04 22:00:00,31,36,38,51,40.645161290322584,2011,2014
35182,HRV,0,190,88,34.0,7,2015-05-06 22:00:00,2017-07-31 22:00:00,96,33,46,53,37.135416666666664,2015,2017
35207,other,1,143,40,17.0,12,2010-07-13 22:00:00,2012-08-17 22:00:00,25,49,40,53,41.72,2010,2012
35213,ESP,0,173,68,38.0,9,2009-10-09 22:00:00,2013-07-09 22:00:00,21,42,46,53,45.142857142857146,2009,2013
35222,ESP,1,154,53,39.0,6,2010-12-22 23:00:00,2017-08-03 22:00:00,459,31,40,49,37.832244008714596,2010,2017
35224,ITA,0,174,58,30.0,6,2011-02-04 23:00:00,2011-12-25 23:00:00,15,33,38,38,33.733333333333334,2011,2011
35238,AUT,0,177,63,32.0,14,2011-01-06 23:00:00,2013-04-03 22:00:00,7,57,64,64,59.857142857142854,2011,2013
35240,ZAF,0,196,83,33.0,18,2010-01-02 23:00:00,2011-08-08 22:00:00,11,55,51,59,53.36363636363637,2010,2011
35245,AUT,0,164,63,20.0,8,2010-07-27 22:00:00,2011-04-23 22:00:00,57,62,52,62,43.03508771929825,2010,2011
35247,FRA,0,171,63,28.0,8,2013-02-08 23:00:00,2011-09-26 22:00:00,11,56,50,56,52.0,2013,2011
35256,AUT,0,178,63,24.0,9,2011-04-13 22:00:00,2011-04-13 22:00:00,1,40,40,40,40.0,2011,2011
35285,ESP,0,168,68,50.0,26,2009-02-10 23:00:00,2017-08-12 22:00:00,821,62,51,66,52.844092570036544,2009,2017
35289,PRT,0,184,73,28.0,7,2011-03-14 23:00:00,2013-07-31 22:00:00,10,33,33,40,35.9,2011,2013
35301,DNK,0,180,78,47.0,20,2013-09-06 22:00:00,2015-05-02 22:00:00,108,51,49,57,45.94444444444444,2013,2015
35314,USA,0,175,68,30.0,8,2011-01-06 23:00:00,2011-07-27 22:00:00,36,44,57,57,37.02777777777778,2011,2011
35319,USA,1,165,53,31.0,14,2011-01-23 23:00:00,2017-09-09 22:00:00,243,55,52,64,51.35390946502058,2011,2017
35332,FRA,1,164,58,31.0,9,2011-01-31 23:00:00,2011-01-31 23:00:00,2,35,31,35,33.0,2011,2011
35348,BRA,0,180,78,30.0,7,2011-01-04 23:00:00,2011-05-28 22:00:00,16,32,42,46,38.0625,2011,2011
35352,AUS,0,186,83,26.0,16,2012-04-15 22:00:00,2017-05-29 22:00:00,83,59,49,62,52.13253012048193,2012,2017
35354,AUT,0,163,63,32.0,13,2011-02-03 23:00:00,2017-09-08 22:00:00,1010,42,51,61,43.77821782178218,2011,2017
35361,ESP,0,177,73,41.0,26,2011-02-05 23:00:00,2012-05-11 22:00:00,113,46,33,53,40.11504424778761,2011,2012
35362,BRA,1,181,63,38.0,8,2010-11-19 23:00:00,2016-07-29 22:00:00,242,44,46,57,43.768595041322314,2010,2016
35368,CAN,0,165,68,33.0,10,2010-06-24 22:00:00,2010-05-21 22:00:00,10,33,33,36,32.3,2010,2010
35371,DEU,0,183,78,38.0,9,2010-06-25 22:00:00,2012-09-01 22:00:00,61,46,46,57,41.63934426229508,2010,2012
